"pseudoid","term","sbjct_cd","catalog_nbr","class_section_cd","crse_ld","grade_cd","grade_basis_cd","grade_basis_ld","taken_unit","grade_pts","buffett_class","nba_program_id","course_descript","course_sect","term_course_sect","term_course","gr_course","race","gender","actcomp","hsgpa","efc","pared","cohort","t1sesa7scale","t1seaa7scale","t1matcamp7scale","t1sobcamp7scale","t1matlc7scale","t1valid7scale","t1apac4scale","t1apilc5scale","t1spilc5scale","t1engsac5scale","t1fcrlc5scale","t1fncrlc5scale","t1felc5scale","t1resiliency4scale","t1sob7scale","firstgen","sem1_cume_gpa","sem2_cume_gpa","sem3_cume_gpa","sem4_cume_gpa","sem5_cume_gpa","sem6_cume_gpa","sem7_cume_gpa","sem8_cume_gpa","sem1_term_attempted_credits_all","sem2_term_attempted_credits_all","sem3_term_attempted_credits_all","sem4_term_attempted_credits_all","sem5_term_attempted_credits_all","sem6_term_attempted_credits_all","sem8_term_attempted_credits_all","sem1_campus","sem2_campus","sem3_campus","sem4_campus","sem5_campus","sem6_campus","sem7_campus","sem8_campus","year1_persist","year2_persist","sem1_curr_pass_gpa_hrs","sem2_curr_pass_gpa_hrs","nvals","year1_creditsearned","act_cat","z_hsgpa","z_sem1_cume_gpa","z_year1_creditsearned"
1188,1158,"LIFE","120L","122","FUND BIOLOGY LAB I","C","GRD","Graded",1,2,"Y","BUFFETT","LIFE-120L-122","LIFE-120L-122","1158-7579","1158-7579",2,3,1,20,2.99000000953674,0,"No. He or she never attended college.",2015,4.46968325791855,4.24689440993789,5.67857142857143,5.3492586490939,,,3.530120482,3.242364532,3.970970971,3.491570541,3.938931298,4.381604697,5,,6.847715736,1,2.38499999046326,1.38699996471405,1.38699996471405,,,,,,14,13,0,,,,,"NEUNL","NEUNL","NEUNL",,,,,,1,0,13,4,8,17,1,-1.39966275943858,-1.5384709101189,-1.56091820920443
1249,1161,"JMC","100","03","Global Media Literacy","C-","GRD","Traditional Grades",3,5.01000022888184,"Y","BUFFETT","JMC-100-03","JMC-100-03","1161-7155","1161-7155",1.67000007629395,4,1,19,3.52175998687744,49,"Yes, an Associate's (2 year) degree.",2015,4.70316742081448,4.65683229813665,6.70535714285714,4.50411861614498,,,2.833515882,3.407881773,2.961961962,3.328305235,3.675572519,3.11741683,3.465986395,,4.553299492,1,2.92300009727478,2.57200002670288,2.23799991607666,,,,,,14,15,14,,,,,"NEUNK","NEUNK","NEUNK",,,,,,1,0,13,15,21,28,0,-0.063370171797045,-0.645641802164288,0.494367325091718
1515,1158,"MATH","106","750","CALCULUS I","B","GRD","Graded",5,15,"Y","BUFFETT","MATH-106-750","MATH-106-750","1158-7868","1158-7868",3,4,2,27,3.82959985733032,1131,"No. He or she attended college but did not complete a degree.",2015,4.18733031674208,5.15527950310559,4.42857142857143,3.99011532125206,,,3.530120482,2.927093596,3.114114114,2.937888199,2.236641221,2.804305284,4.534013605,,5.385786802,1,3.20000004768372,3.43400001525879,3.53399991989136,3.45000004768372,3.42300009727478,3.49399995803833,,,15,16,15,16,16,16,,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,,1,1,15,15,32,30,2,0.71021970821597,-0.185951152486178,0.868055604054654
1498,1158,"ART","1010","001","ART APPRECIATION","B","GRD","Graded",3,9,"Y","BUFFETT","ART-1010-001","ART-1010-001","1158-790","1158-790",3,2,1,15,3.64520001411438,0,"No. He or she never attended college.",2015,5.64796380090498,6.32453416149068,5.67857142857143,5.06260296540362,,,2.186199343,3.084729064,2.66966967,3.491570541,2.908396947,2.960861057,3.465986395,,5.096446701,1,2.91700005531311,3.42199993133545,3.50300002098083,3.47099995613098,3.40100002288818,3.40799999237061,,3.27999997138977,13,14,15,12,12,9,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,13,14,25,27,0,0.246829919304029,-0.65559907177168,0.307523185610251
1325,1158,"POLS","100","001","POWER & POL IN AMER","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","POLS-100-001","POLS-100-001","1158-10646","1158-10646",3.32999992370605,4,1,25,3.65440011024475,5121,"Yes, an Associate's (2 year) degree.",2015,5.64796380090498,4.99223602484472,5.08035714285714,4.23228995057661,,,3.530120482,3.407881773,3.582582583,3.225377107,3.175572519,2.960861057,3.707482993,,4.553299492,1,2.38299989700317,2.62800002098083,2.59299993515015,2.64199995994568,2.64599990844727,2.75999999046326,,2.9300000667572,15,14,14,15,12,13,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,14,17,27,2,0.269949410782282,-1.54179013187589,0.307523185610251
1388,1158,"CMST","1110","011","PUBLIC SPEAKING FUNDS","A+","GRD","Graded",3,12,"Y","BUFFETT","CMST-1110-011","CMST-1110-011","1158-3058","1158-3058",4,4,2,30,3.65400004386902,4032,"Yes, an Associate's (2 year) degree.",2015,6.07692307692308,6.90217391304348,6.70535714285714,5.3492586490939,,,4,4.842364532,4.291291291,4.009760426,3.43129771,3.11741683,4.534013605,,6.847715736,1,3.79999995231628,3.72499990463257,3.77900004386902,3.77300000190735,3.74699997901917,3.74499988555908,,3.78099989891052,15,13,13,12,12,15,0,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,15,13,20,28,2,0.268944059204058,0.809768686308608,0.494367325091718
1308,1161,"WMNS","101","003","INTRO WOMEN & GENDER","A","GRD","Graded",3,12,"Y","BUFFETT","WMNS-101-003","WMNS-101-003","1161-13266","1161-13266",4,4,2,26,3.98000001907349,1276,"Yes, an Associate's (2 year) degree.",2015,4.83348416289593,5.15527950310559,4.42857142857143,5.3492586490939,,,3.530120482,3.242364532,3.114114114,3.030168589,3.675572519,3.277886497,3.465986395,,5.715736041,1,3.82200002670288,3.91700005531311,3.92300009727478,3.94300007820129,3.91199994087219,3.92799997329712,,,13,15,15,15,16,17,,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,,1,1,13,15,22,28,2,1.08816959139928,0.846278542981186,0.494367325091718
1026,1158,"CMST","1110","020","PUBLIC SPEAKING FUNDS","A","GRD","Graded",3,12,"Y","BUFFETT","CMST-1110-020","CMST-1110-020","1158-3067","1158-3067",4,3,2,21,3.7234001159668,1596,"No. He or she never attended college.",2015,4.57828054298643,4.20031055900621,5.36607142857143,5.06260296540362,,,2.833515882,4.326108374,3.582582583,3.491570541,3.675572519,3.442270059,4.534013605,,5.715736041,1,3.59699988365173,3.45499992370605,3.23699998855591,3.23699998855591,3.14100003242493,3.15799999237061,,2.77099990844727,12,11,12,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,8,19,20,1,0.443343799458732,0.472883306685457,-1.00038579076002
1019,1161,"PHIL","106","001","PHIL&CURRENT ISSUES","A","GRD","Graded",3,12,"Y","BUFFETT","PHIL-106-001","PHIL-106-001","1161-10193","1161-10193",4,4,2,32,4,2762,"Yes, an Associate's (2 year) degree.",2015,4.83348416289593,4.71739130434783,4.42857142857143,4.50411861614498,,,2.47864184,4.842364532,4.7997998,3.676131322,2.908396947,2.491193738,3.465986395,,4.553299492,1,3.91700005531311,3.92000007629395,3.60700011253357,3.48099994659424,3.54699993133545,3.54299998283386,,3.49699997901917,16,17,17,13,15,16,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,16,17,25,33,2,1.13842878239505,1.00393425666202,1.42858802249906
1385,1158,"MATH","100A","009","INTERMEDIATE ALGEBRA","C","GRD","Graded",3,6,"Y","BUFFETT","MATH-100A-009","MATH-100A-009","1158-7728","1158-7728",2,3,2,19,2.59999990463257,2701,"No. He or she never attended college.",2015,5.3710407239819,4.43788819875776,5.08035714285714,3.77265238879736,,,3.530120482,3.242364532,3.266266266,3.328305235,3.175572519,3.277886497,3.945578231,,5.385786802,1,1.59399998188019,2.24399995803833,2.79999995231628,2.625,2.54699993133545,2.62199997901917,,2.46099996566772,15,12,14,15,14,13,14,"NEUNL","NEUNL","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,11,12,14,23,0,-2.37971818212972,-2.85116178715384,-0.439853372315621
1196,1158,"SPCH","100","20","Fund of Speech Comm","A","GRD","Traditional Grades",3,12,"Y","BUFFETT","SPCH-100-20","SPCH-100-20","1158-12217","1158-12217",4,4,2,22,3.86800003051758,7653,"Yes, an Associate's (2 year) degree.",2015,5.3710407239819,4.99223602484472,6.70535714285714,5.3492586490939,,,3.162102957,3.577339901,3.582582583,4.009760426,3.43129771,3.618395303,3.945578231,,6.847715736,1,3.66700005531311,3.67700004577637,3.52099990844727,3.40000009536743,3.33699989318848,3.38700008392334,,,18,16,13,14,16,8,,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,,1,1,17,16,23,33,1,0.806717882168246,0.589050924553592,1.42858802249906
1173,1161,"MATH","104","006","APPLIED CALCULUS","B-","GRD","Graded",3,8.01000022888184,"Y","BUFFETT","MATH-104-006","MATH-104-006","1161-7806","1161-7806",2.67000007629395,4,2,21,3.67000007629395,3238,"Yes, a Bachelor's (4 year) degree.",2015,,,,,,,,,,,,,,,,0,3.83200001716614,3.59500002861023,3.36999988555908,3.31599998474121,3.1949999332428,3.16100001335144,,3.22699999809265,14,17,17,14,16,16,16,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,14,14,19,28,1,0.309151531828037,0.86287386043898,0.494367325091718
1114,1161,"ALEC","102","005","INTERPERSONAL SKILLS","A","GRD","Graded",3,12,"Y","BUFFETT","ALEC-102-005","ALEC-102-005","1161-564","1161-564",4,5,2,20,3.16700005531311,5748,"Yes, a Bachelor's (4 year) degree.",2015,6.76651583710407,6.32453416149068,6.70535714285714,6.11037891268534,,,3.530120482,4.326108374,4.7997998,4.297249335,3.675572519,2.960861057,5,,5.715736041,0,3.79999995231628,3.73300004005432,3.52300000190735,3.36299991607666,3.47099995613098,3.47499990463257,,3.57500004768372,15,15,12,13,15,13,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,15,22,30,1,-0.954868379902882,0.809768686308608,0.868055604054654
1161,1158,"MATH","100A","009","INTERMEDIATE ALGEBRA","C","GRD","Graded",3,6,"Y","BUFFETT","MATH-100A-009","MATH-100A-009","1158-7728","1158-7728",2,1,2,17,2.79999995231628,0,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,4.60093167701863,4.77232142857143,4.50411861614498,,,2.186199343,3.577339901,3.114114114,3.434782609,2.908396947,2.804305284,3.238095238,,4.553299492,1,2.5,3,3.03999996185303,2.35199999809265,2,1.98399996757507,,1.87699997425079,8,10,13,12,13,12,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,6,10,14,16,0,-1.8771256730352,-1.34762456152248,-1.7477623486859
1161,1158,"ENGL","151","045","WRITING AND ARGUMENT","B","GRD","Graded",3,9,"Y","BUFFETT","ENGL-151-045","ENGL-151-045","1158-5028","1158-5028",3,1,2,17,2.79999995231628,0,"No. He or she attended college but did not complete a degree.",2015,5.15927601809955,4.60093167701863,4.77232142857143,4.50411861614498,,,2.186199343,3.577339901,3.114114114,3.434782609,2.908396947,2.804305284,3.238095238,,4.553299492,1,2.5,3,3.03999996185303,2.35199999809265,2,1.98399996757507,,1.87699997425079,8,10,13,12,13,12,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,6,10,20,16,0,-1.8771256730352,-1.34762456152248,-1.7477623486859
1290,1161,"ENGL","1150","011","ENGLISH COMPOSITION I","B","GRD","Graded",3,9,"Y","BUFFETT","ENGL-1150-011","ENGL-1150-011","1161-4804","1161-4804",3,2,2,17,3.54550004005432,1035,"No. He or she never attended college.",2015,4.46968325791855,4.2888198757764,5.36607142857143,4.50411861614498,,,1.982475356,3.242364532,3.114114114,2.799467613,2.908396947,2.162426614,3.465986395,,4.553299492,1,3.13000011444092,3.15799999237061,3.04699993133545,3.0220000743866,3.00399994850159,3.06800007820129,,3.00300002098083,14,11,12,15,16,12,9,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,8,17,22,0,-0.00371232155955888,-0.302118374690735,-0.626697511797088
1256,1158,"PSYC","1010","001","INTRODUCTION TO PSYCHOLOGY I","B-","GRD","Graded",3,8.01000022888184,"Y","BUFFETT","PSYC-1010-001","PSYC-1010-001","1158-10985","1158-10985",2.67000007629395,4,2,20,3.81708002090454,0,"No. He or she attended college but did not complete a degree.",2015,4.83348416289593,4.99223602484472,6.70535714285714,5.3492586490939,,,3.530120482,3.577339901,3.582582583,3.55190772,2.908396947,2.960861057,4.534013605,,4.822335025,1,3.58500003814697,3.64100003242493,3.62899994850159,3.55100011825562,3.49699997901917,3.47199988365173,,3.41100001335144,12,15,12,10,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,15,24,27,1,0.678757835703633,0.452969163134252,0.307523185610251
1580,1158,"MATH","100A","009","INTERMEDIATE ALGEBRA","A","GRD","Graded",3,12,"Y","BUFFETT","MATH-100A-009","MATH-100A-009","1158-7728","1158-7728",4,1,2,21,3.61820006370544,0,"Yes, a Bachelor's (4 year) degree.",2015,5.15927601809955,5.75621118012422,6.70535714285714,4.78583196046128,,,3.162102957,3.407881773,3.582582583,3.491570541,2.908396947,2.491193738,3.465986395,,6.847715736,0,3.60700011253357,3.29500007629395,3.4300000667572,3.51200008392334,3.6010000705719,3.64599990844727,,,13,15,15,15,15,12,,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,,1,1,11,15,14,26,1,0.178980071373422,0.489479019806829,0.120679046128783
1097,1158,"SOC","1010","005","INTRODUCTORY SOCIOLOGY","A+","GRD","Graded",3,12,"Y","BUFFETT","SOC-1010-005","SOC-1010-005","1158-11641","1158-11641",4,4,2,22,3.74799990653992,717,"Yes, an Associate's (2 year) degree.",2015,3.87782805429864,4.65683229813665,4.42857142857143,3.77265238879736,,,3.162102957,3.577339901,3.582582583,4.297249335,2.908396947,2.162426614,3.238095238,,3.670050761,1,3.66700005531311,2.8510000705719,2.87299990653992,3.09500002861023,2.97300004959106,2.96499991416931,,2.99600005149841,12,17,13,14,14,13,11,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,17,24,29,1,0.505162137056812,0.589050924553592,0.681211464573186
1171,1161,"THEA","112G","006","INTRO TO THEATRE","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","THEA-112G-006","THEA-112G-006","1161-12875","1161-12875",3.32999992370605,4,2,18,3,3329,"Yes, an Associate's (2 year) degree.",2015,5.3710407239819,4.43788819875776,4.42857142857143,4.78583196046128,,,2.47864184,3.242364532,3.114114114,3.328305235,3.675572519,2.804305284,3.465986395,,5.096446701,1,3.33400011062622,3.20000004768372,3.33299994468689,3.29999995231628,3.23499989509583,3.23000001907349,,3.28500008583069,16,15,13,15,13,15,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,15,25,30,0,-1.37453316394069,0.0364264179791215,0.868055604054654
1371,1161,"NAMS","1100","003","INTRO NATIVE AMERICAN STUDIES","A+","GRD","Graded",3,12,"Y","BUFFETT","NAMS-1100-003","NAMS-1100-003","1161-9352","1161-9352",4,4,2,30,4,6740,"Yes, a Bachelor's (4 year) degree.",2015,4.70316742081448,4.43788819875776,4.42857142857143,5.66556836902801,,,2.833515882,3.577339901,3.422422422,3.07985803,2.908396947,2.647749511,3.707482993,,6.847715736,0,3.53999996185303,3.6159999370575,3.73699998855591,3.80399990081787,3.84400010108948,3.86800003051758,,3.87599992752075,13,13,12,13,13,12,16,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"UNMC",1,1,13,13,22,26,2,1.13842878239505,0.37829003674239,0.120679046128783
1224,1161,"ART","1010","001","ART APPRECIATION","A","GRD","Graded",3,12,"Y","BUFFETT","ART-1010-001","ART-1010-001","1161-790","1161-790",4,2,2,17,3.79999995231628,2958,"No. He or she never attended college.",2015,5.3710407239819,4.84782608695652,4.09375,5.3492586490939,,,4,3.762561576,3.422422422,3.434782609,3.938931298,2.334637965,2.867346939,,5.385786802,1,3.57100009918213,3.69700002670288,3.77500009536743,3.80299997329712,3.73399996757507,3.71399998664856,,3.70199990272522,12,12,13,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,12,20,24,0,0.63583627330054,0.429735797826056,-0.253009232834153
1539,1161,"ENGL","1164","012","ENGLISH COMPOSITION II","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","ENGL-1164-012","ENGL-1164-012","1161-4902","1161-4902",3.32999992370605,4,1,27,4.04260015487671,259,"No. He or she never attended college.",2015,4.83348416289593,4.91770186335404,6.09821428571429,4.78583196046128,,,4,3.762561576,3.582582583,3.910381544,3.938931298,3.442270059,5,,5.096446701,1,3.46000003814697,3.34999990463257,3.35199999809265,3.39800000190735,3.23699998855591,3.22699999809265,,3.37299990653992,14,17,14,9,12,12,16,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,17,17,31,2,1.24548135050823,0.24552749708004,1.05489974353612
1017,1161,"WMNS","101","003","INTRO WOMEN & GENDER","A","GRD","Graded",3,12,"Y","BUFFETT","WMNS-101-003","WMNS-101-003","1161-13266","1161-13266",4,4,2,27,3.97499990463257,3456,"No. He or she never attended college.",2015,6.76651583710407,5.34627329192547,4.09375,5.66556836902801,,,3.530120482,4.326108374,4.7997998,3.910381544,3.43129771,2.334637965,3.465986395,,6.172588832,1,3.8659999370575,3.76600003242493,3.68099999427795,3.68899989128113,3.67499995231628,3.73399996757507,,3.7720000743866,16,15,14,14,16,16,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,15,22,30,2,1.07560449408193,0.919297860662763,0.868055604054654
1373,1161,"LIFE","121L","116","FUND BIOLOGY LAB II","A+","GRD","Graded",1,4,"Y","BUFFETT","LIFE-121L-116","LIFE-121L-116","1161-7626","1161-7626",4,4,2,29,3.96359992027283,6945,"Yes, an Associate's (2 year) degree.",2015,5.15927601809955,4.34006211180124,4.42857142857143,4.78583196046128,,,3.530120482,3.991133005,3.422422422,3.125998225,2.442748092,2.162426614,3.238095238,,5.096446701,1,3.77999997138977,3.86999988555908,3.81800007820129,3.82500004768372,3.8199999332428,3.82599997520447,,3.8289999961853,13,16,14,17,16,15,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,12,16,14,28,2,1.04695676719708,0.77657805139302,0.494367325091718
1043,1158,"POLS","100","001","POWER & POL IN AMER","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","POLS-100-001","POLS-100-001","1158-10646","1158-10646",3.32999992370605,2,2,25,3.09899997711182,6233,"Yes, a Bachelor's (4 year) degree.",2015,4.83348416289593,4.60093167701863,3.80803571428571,4.50411861614498,,,3.530120482,3.577339901,2.813813814,3.225377107,2.660305344,2.162426614,3.465986395,,5.096446701,0,3.59999990463257,3.3659999370575,3.46399998664856,3.32699990272522,3.38100004196167,3.30599999427795,,3.34699988365173,15,15,13,15,15,12,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,15,17,30,2,-1.12574998877059,0.477861941489153,0.868055604054654
1443,1158,"MATH","106","750","CALCULUS I","B","GRD","Graded",5,15,"Y","BUFFETT","MATH-106-750","MATH-106-750","1158-7868","1158-7868",3,4,1,26,3.89100790023804,2976,"Yes, a Bachelor's (4 year) degree.",2015,4.46968325791855,4.48913043478261,4.77232142857143,4.50411861614498,,,2.47864184,3.242364532,2.52952953,3.225377107,2.236641221,2.162426614,3.238095238,,4.553299492,0,3.48799991607666,3.15400004386902,2.96799993515015,2.77800011634827,2.78900003433228,2.78299999237061,,2.88800001144409,15,13,14,12,14,12,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,15,13,32,28,2,0.86453578324201,0.291994227696431,0.494367325091718
1042,1161,"GEOG","155","350","ELEM PHYSICAL GEOG","C+","GRD","Graded",4,9.31999969482422,"Y","BUFFETT","GEOG-155-350","GEOG-155-350","1161-6000","1161-6000",2.32999992370605,4,2,19,3.24000000953674,2042,"No. He or she attended college but did not complete a degree.",2015,4.70316742081448,4.2888198757764,4.09375,4.50411861614498,,,2.47864184,2.927093596,2.961961962,2.937888199,2.908396947,2.960861057,2.588435374,,4.822335025,1,3.41700005531311,2.93300008773804,2.98000001907349,2.84400010108948,2.70499992370605,2.5550000667572,,2.48600006103516,12,16,9,9,8,13,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,12,13,24,25,0,-0.771422272854641,0.174167592445168,-0.066165093352685
1239,1158,"LIFE","120L","122","FUND BIOLOGY LAB I","B-","GRD","Graded",1,2.67000007629395,"Y","BUFFETT","LIFE-120L-122","LIFE-120L-122","1158-7579","1158-7579",2.67000007629395,1,1,23,3,0,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.11199998855591,3.01200008392334,2.98300004005432,2.82999992370605,2.71700000762939,2.59200000762939,,2.61299991607666,15,15,14,12,13,15,14,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,12,8,27,1,-1.37453316394069,-0.331990183512911,0.307523185610251
1080,1161,"MATH","104","006","APPLIED CALCULUS","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","MATH-104-006","MATH-104-006","1161-7806","1161-7806",3.67000007629395,3,1,22,2.94000005722046,2126,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.45300006866455,3.33500003814697,3.12599992752075,3.04699993133545,3.06100010871887,3.01799988746643,,2.96399998664856,14,16,15,16,14,12,14,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,14,16,19,30,1,-1.525310736928,0.233910814425942,0.868055604054654
1156,1161,"SOCI","101","001","INTRO TO SOCIOLOGY","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","SOCI-101-001","SOCI-101-001","1161-11749","1161-11749",3.67000007629395,3,2,21,3.20830011367798,1089,"Yes, a Bachelor's (4 year) degree.",2015,2.95475113122172,3.92080745341615,5.67857142857143,2.53212520593081,,,3.162102957,3.407881773,3.266266266,3.225377107,3.675572519,2.804305284,3.238095238,,4.076142132,0,3.5460000038147,2.69300007820129,2.93099999427795,2.94400000572205,2.56699991226196,2.79200005531311,,2.63100004196167,14,10,3,9,11,12,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,6,25,20,1,-0.851082904850523,0.388247306349782,-1.00038579076002
1386,1158,"PSYC","181","012","INTRO TO PSYCHOLOGY","B+","GRD","Graded",4,13.3199996948242,"Y","BUFFETT","PSYC-181-012","PSYC-181-012","1158-11029","1158-11029",3.32999992370605,3,2,23,3.79999995231628,0,"No. He or she never attended college.",2015,4.70316742081448,3.66459627329193,4.42857142857143,4.78583196046128,,,3.162102957,3.762561576,3.758758759,3.676131322,2.442748092,3.11741683,3.465986395,,5.715736041,1,3.64599990844727,3.74399995803833,3.57999992370605,3.61500000953674,3.61199998855591,3.67000007629395,,3.74499988555908,16,14,16,12,16,16,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,16,14,23,30,1,0.63583627330054,0.554200480927721,0.868055604054654
1545,1161,"CMST","1110","017","PUBLIC SPEAKING FUNDS","C","GRD","Graded",3,6,"Y","BUFFETT","CMST-1110-017","CMST-1110-017","1161-3064","1161-3064",2,2,1,20,3.70000004768372,439,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.17700004577637,2.65000009536743,2.61700010299683,2.32500004768372,,,,2.4300000667572,15,9,12,9,,,5,"NEUNO","NEUNO","NEUNO","NEUNO",,,"NEUNO","NEUNO",1,0,10,9,18,19,1,0.384540318321692,-0.224120422205462,-1.18722993024149
1586,1158,"MATH","1310","003","INTERMEDIATE ALGEBRA","A+","GRD","Graded",3,12,"Y","BUFFETT","MATH-1310-003","MATH-1310-003","1158-7954","1158-7954",4,4,2,22,3.85999989509583,9340,"Yes, a Bachelor's (4 year) degree.",2015,5.15927601809955,4.84782608695652,5.08035714285714,3.37726523887974,,,2.47864184,3.407881773,2.813813814,2.984028394,3.43129771,3.277886497,4.534013605,,5.385786802,0,4,3.73200011253357,3.61100006103516,3.60800004005432,3.51900005340576,3.51900005340576,,3.47099995613098,12,13,12,15,12,0,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,13,14,25,1,0.786613846287848,1.14167543112806,-0.066165093352685
1445,1161,"CIST","2100","002","ORGANIZATIONS, APPL & TECHNLGY","A","GRD","Graded",3,12,"Y","BUFFETT","CIST-2100-002","CIST-2100-002","1161-2846","1161-2846",4,3,1,17,3.79999995231628,0,"No. He or she never attended college.",2015,4.83348416289593,4.43788819875776,4.42857142857143,4.50411861614498,,,2.47864184,3.407881773,2.961961962,3.491570541,3.43129771,3.11741683,2.588435374,,4.304568528,1,3.58999991416931,3.66000008583069,3.66700005531311,3.69700002670288,3.68099999427795,3.66000008583069,,3.69600009918213,12,15,12,13,12,15,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,15,15,27,0,0.63583627330054,0.461266624031359,0.307523185610251
1023,1158,"POLS","100","001","POWER & POL IN AMER","B","GRD","Graded",3,9,"Y","BUFFETT","POLS-100-001","POLS-100-001","1158-10646","1158-10646",3,1,2,26,3.58500003814697,3097,"Yes, a Bachelor's (4 year) degree.",2015,4.70316742081448,4.43788819875776,5.67857142857143,5.06260296540362,,,2.186199343,4.842364532,4.7997998,3.278615794,4.805343511,4.894324853,4.534013605,,6.847715736,0,3.28299999237061,3.35999989509583,3.24499988555908,3.3510000705719,3.4449999332428,3.44099998474121,,3.40899991989136,17,14,14,15,15,12,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,13,17,26,2,0.0955496705276085,-0.0482099780201317,0.120679046128783
1559,1158,"ENGL","1200","012","AUTOBIO READING AND WRITING","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","ENGL-1200-012","ENGL-1200-012","1158-4940","1158-4940",3.32999992370605,2,1,23,3.71000003814697,3935,"No. He or she never attended college.",2015,5.3710407239819,4.84782608695652,5.67857142857143,5.3492586490939,,,3.162102957,4.842364532,4.7997998,2.937888199,3.938931298,3.442270059,3.707482993,,5.715736041,1,3.38000011444092,3.21700000762939,2.81100010871887,2.55299997329712,2.30200004577637,2.30200004577637,,,14,12,15,7,17,0,,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,,1,1,14,12,18,26,1,0.409669913819577,0.112764957417689,0.120679046128783
