"pseudoid","term","sbjct_cd","catalog_nbr","class_section_cd","crse_ld","grade_cd","grade_basis_cd","grade_basis_ld","taken_unit","grade_pts","buffett_class","nba_program_id","course_descript","course_sect","term_course_sect","term_course","gr_course","race","gender","actcomp","hsgpa","efc","pared","cohort","t1sesa7scale","t1seaa7scale","t1matcamp7scale","t1sobcamp7scale","t1matlc7scale","t1valid7scale","t1apac4scale","t1apilc5scale","t1spilc5scale","t1engsac5scale","t1fcrlc5scale","t1fncrlc5scale","t1felc5scale","t1resiliency4scale","t1sob7scale","firstgen","sem1_cume_gpa","sem2_cume_gpa","sem3_cume_gpa","sem4_cume_gpa","sem5_cume_gpa","sem6_cume_gpa","sem7_cume_gpa","sem8_cume_gpa","sem1_term_attempted_credits_all","sem2_term_attempted_credits_all","sem3_term_attempted_credits_all","sem4_term_attempted_credits_all","sem5_term_attempted_credits_all","sem6_term_attempted_credits_all","sem8_term_attempted_credits_all","sem1_campus","sem2_campus","sem3_campus","sem4_campus","sem5_campus","sem6_campus","sem7_campus","sem8_campus","year1_persist","year2_persist","sem1_curr_pass_gpa_hrs","sem2_curr_pass_gpa_hrs","nvals","year1_creditsearned","act_cat","z_hsgpa","z_sem1_cume_gpa","z_year1_creditsearned"
1197,1158,"LIFE","120","600","FUND OF BIOLOGY I","A+","GRD","Graded",3,12,"Y","BUFFETT","LIFE-120-600","LIFE-120-600","1158-7566","1158-7566",4,4,1,32,4,2179,"Yes, a Bachelor's (4 year) degree.",2015,4.83348416289593,4.71739130434783,5.08035714285714,4.78583196046128,,,3.530120482,3.407881773,2.813813814,3.328305235,3.175572519,2.491193738,2.469387755,,4.553299492,0,4,4,4,4,4,4,,3.9909999370575,14,14,14,13,15,14,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,13,28,26,2,1.13842878239505,1.14167543112806,0.120679046128783
1377,1158,"ENGL","1200","008","AUTOBIO READING AND WRITING","B-","GRD","Graded",3,8.01000022888184,"Y","BUFFETT","ENGL-1200-008","ENGL-1200-008","1158-4936","1158-4936",2.67000007629395,3,2,17,3.97000002861023,2397,"No. He or she never attended college.",2015,4.27420814479638,4.43788819875776,4.09375,4.78583196046128,,,2.47864184,3.084729064,2.813813814,3.07985803,2.908396947,2.804305284,3.238095238,,5.096446701,1,2.77900004386902,3.00099992752075,2.97499990463257,3.04299998283386,3.07100009918213,3.08800005912781,,2.84800004959106,15,10,12,12,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,15,10,15,25,0,1.0630399959014,-0.884614690087382,-0.066165093352685
1086,1161,"ENGL","170","030","BEG CREATIVE WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-170-030","ENGL-170-030","1161-5059","1161-5059",4,4,2,26,3.98000001907349,0,"No. He or she never attended college.",2015,6.76651583710407,4.24689440993789,6.70535714285714,6.11037891268534,,,2.833515882,3.762561576,3.582582583,3.225377107,3.175572519,2.491193738,4.534013605,,5.096446701,1,3.70000004768372,3.86299991607666,3.79399991035461,3.84800004959106,3.77800011634827,3.81200003623962,,,12,12,12,12,14,12,,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,,1,1,10,12,20,22,2,1.08816959139928,0.64381551173067,-0.626697511797088
1586,1161,"THEA","1010","002","INTRODUCTION TO THEATRE","A+","GRD","Graded",3,12,"Y","BUFFETT","THEA-1010-002","THEA-1010-002","1161-12864","1161-12864",4,4,2,22,3.85999989509583,9340,"Yes, a Bachelor's (4 year) degree.",2015,5.15927601809955,4.84782608695652,5.08035714285714,3.37726523887974,,,2.47864184,3.407881773,2.813813814,2.984028394,3.43129771,3.277886497,4.534013605,,5.385786802,0,4,3.73200011253357,3.61100006103516,3.60800004005432,3.51900005340576,3.51900005340576,,3.47099995613098,12,13,12,15,12,0,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,13,19,25,1,0.786613846287848,1.14167543112806,-0.066165093352685
1391,1161,"HIST","111","002","AMERICA AFTER 1877","D+","GRD","Graded",3,3.99000000953674,"Y","BUFFETT","HIST-111-002","HIST-111-002","1161-6459","1161-6459",1.33000004291534,5,2,17,2.81820011138916,0,"No. He or she never attended college.",2015,4.10045248868778,4.91770186335404,4.42857142857143,3.99011532125206,,,3.530120482,3.577339901,2.66966967,3.225377107,3.43129771,3.11741683,4.200680272,,4.304568528,1,1.77999997138977,1.86800003051758,2.89000010490417,2.70600008964539,2.78900003433228,2.67600011825562,,1.97300004959106,9,6,12,11,7,8,9,"NEUNL","NEUNL","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,6,6,25,12,0,-1.83138936586781,-2.54248860547437,-2.49513890661177
1507,1161,"EDPS","209","006","ACADEMIC SUCCESS","A+","GRD","Graded",3,12,"Y","BUFFETT","EDPS-209-006","EDPS-209-006","1161-4468","1161-4468",4,4,1,27,4.05306005477905,158,"Yes, an Associate's (2 year) degree.",2015,4.98552036199095,4.43788819875776,5.36607142857143,4.50411861614498,,,2.47864184,3.084729064,4.291291291,3.125998225,3.938931298,3.277886497,3.465986395,,4.553299492,1,4,3.9539999961853,3.9300000667572,3.92400002479553,3.89400005340576,3.86999988555908,,3.90000009536743,15,14,14,14,15,13,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,14,24,29,2,1.2717666809253,1.14167543112806,0.681211464573186
1438,1161,"WMNS","101","003","INTRO WOMEN & GENDER","A","GRD","Graded",3,12,"Y","BUFFETT","WMNS-101-003","WMNS-101-003","1161-13266","1161-13266",4,4,2,22,3.74000000953674,3778,"Yes, a Bachelor's (4 year) degree.",2015,6.76651583710407,5.59316770186335,5.67857142857143,6.76771004942339,,,3.162102957,4.842364532,4.7997998,4.297249335,3.675572519,2.491193738,4.534013605,,6.847715736,0,3.9760000705719,3.88800001144409,3.75699996948242,3.78900003433228,3.33299994468689,3.33299994468689,,3.44899988174438,14,13,13,7,16,16,14,"NEUNL","NEUNL","NEUNL","NEUNL","UNMC","UNMC",,"UNMC",1,1,14,13,22,27,1,0.485058700313231,1.10184674836207,0.307523185610251
1455,1158,"PHIL","106","450","PHIL&CURRENT ISSUES","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","PHIL-106-450","PHIL-106-450","1158-10219","1158-10219",3.32999992370605,3,2,17,3.42000007629395,438,"Yes, an Associate's (2 year) degree.",2015,4.46968325791855,4.54503105590062,5.08035714285714,4.78583196046128,,,2.47864184,2.615763547,3.266266266,3.328305235,2.660305344,1.954990215,3.037414966,,4.553299492,1,2.76999998092651,2.73699998855591,2.53299999237061,2.39199995994568,2.5090000629425,2.47300004959106,,2.16400003433228,14,15,14,12,13,13,9,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,15,25,28,0,-0.319088954755899,-0.89955059449847,0.494367325091718
1106,1158,"ENGL","1200","003","AUTOBIO READING AND WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-003","ENGL-1200-003","1158-4931","1158-4931",4,4,2,29,3.76799988746643,0,"No. He or she never attended college.",2015,5.64796380090498,3.99534161490683,6.70535714285714,6.11037891268534,,,3.530120482,3.407881773,3.582582583,3.434782609,3.43129771,2.647749511,4.534013605,,3.111675127,1,4,4,3.81500005722046,3.84299993515015,3.87100005149841,3.79200005531311,,3.69099998474121,12,13,13,13,14,12,14,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","UNMC","NEUNO",1,1,12,13,16,25,2,0.555421328052582,1.14167543112806,-0.066165093352685
1316,1158,"ANTH","110","003","INTRO TO ANTHRO","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","ANTH-110-003","ANTH-110-003","1158-656","1158-656",3.32999992370605,1,1,22,3.40000009536743,267,"No. He or she never attended college.",2015,5.15927601809955,4.43788819875776,6.09821428571429,5.06260296540362,,,3.162102957,2.927093596,2.961961962,3.328305235,2.908396947,2.960861057,2.588435374,,5.715736041,1,2.9760000705719,2.89199995994568,3.03699994087219,3,2.86800003051758,2.92899990081787,,3.14800000190735,16,16,18,16,16,15,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,16,19,31,1,-0.369348145751668,-0.557686580071623,1.05489974353612
1453,1161,"ANTH","110","003","INTRO TO ANTHRO","A","GRD","Graded",3,12,"Y","BUFFETT","ANTH-110-003","ANTH-110-003","1161-656","1161-656",4,4,1,24,3.79999995231628,9013,"Yes, a Bachelor's (4 year) degree.",2015,4.10045248868778,3.80900621118012,4.09375,3.99011532125206,,,2.47864184,3.084729064,2.66966967,3.278615794,2.908396947,2.960861057,3.707482993,,3.862944162,0,3.11999988555908,3.25,2.9760000705719,3.12100005149841,3.14400005340576,3.1800000667572,,3.35500001907349,15,14,14,16,16,16,16,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,14,14,25,28,1,0.63583627330054,-0.318714087812107,0.494367325091718
1105,1158,"BSAD","188","01","GS Portal","B+","GRD","Traditional Grades",3,9.98999977111816,"Y","BUFFETT","BSAD-188-01","BSAD-188-01","1158-1986","1158-1986",3.32999992370605,4,1,26,3.26999998092651,8620,"Yes, an Associate's (2 year) degree.",2015,5.15927601809955,3.95807453416149,4.77232142857143,4.50411861614498,,,2.186199343,4.842364532,3.970970971,3.278615794,2.908396947,3.618395303,4.200680272,,4.553299492,1,3.66700005531311,3.41199994087219,3.01500010490417,3.10599994659424,3.12599992752075,3.09899997711182,,2.90499997138977,13,14,13,15,18,9,14,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,12,13,22,25,2,-0.696033486360987,0.589050924553592,-0.066165093352685
1337,1158,"METR","140","002","SEVER&UNUSAL WEATHER","B+","GRD","Graded",3,9.98999977111816,"Y","BUFFETT","METR-140-002","METR-140-002","1158-8361","1158-8361",3.32999992370605,4,1,22,3.5,0,"Yes, an Associate's (2 year) degree.",2015,4.36651583710407,4.48913043478261,5.36607142857143,5.06260296540362,,,3.162102957,3.991133005,3.970970971,3.910381544,3.175572519,2.491193738,4.200680272,,5.096446701,1,2.83100008964539,3.11999988555908,2.99200010299683,3.04099988937378,2.98099994659424,2.93499994277954,,2.90300011634827,15,17,16,16,12,12,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,11,16,15,27,1,-0.11805219077282,-0.798318881041423,0.307523185610251
1326,1158,"CMST","1110","011","PUBLIC SPEAKING FUNDS","B","GRD","Graded",3,9,"Y","BUFFETT","CMST-1110-011","CMST-1110-011","1158-3058","1158-3058",3,1,2,17,3.13000011444092,659,"No. He or she attended college but did not complete a degree.",2015,4.18733031674208,4.03260869565217,6.09821428571429,4.50411861614498,,,3.530120482,2.927093596,2.813813814,3.278615794,3.43129771,2.804305284,3.465986395,,5.715736041,1,3.5,3.125,3.18400001525879,3.26399993896484,3.33800005912781,3.35999989509583,,3.44600009918213,12,12,14,15,15,15,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,12,20,24,0,-1.04784782333137,0.311908766911215,-0.253009232834153
1102,1161,"COMM","101","001","COMM IN 21ST CENTURY","B","GRD","Graded",3,9,"Y","BUFFETT","COMM-101-001","COMM-101-001","1161-3257","1161-3257",3,4,2,24,3.92880010604858,44,"Yes, a Bachelor's (4 year) degree.",2015,4.46968325791855,4.54503105590062,3.14285714285714,4.23228995057661,,,1.814895947,2.769458128,3.582582583,2.891748004,2.442748092,2.491193738,3.037414966,,3.487309645,0,2.92300009727478,2.96000003814697,3.07399988174438,3.20300006866455,3.24900007247925,3.24200010299683,,3.34400010108948,14,14,12,14,15,14,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,13,12,23,25,1,0.959506158312003,-0.645641802164288,-0.066165093352685
1282,1158,"ANTH","110","003","INTRO TO ANTHRO","A","GRD","Graded",3,12,"Y","BUFFETT","ANTH-110-003","ANTH-110-003","1158-656","1158-656",4,4,2,31,4,6411,"Yes, a Bachelor's (4 year) degree.",2015,6.07692307692308,4.1583850931677,6.09821428571429,4.50411861614498,,,2.833515882,3.407881773,3.582582583,3.328305235,2.015267176,1.649706458,4.200680272,,4.553299492,0,4,3.96499991416931,3.9760000705719,3.9449999332428,3.92499995231628,3.91300010681152,,3.92899990081787,16,13,13,12,13,16,12,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,16,13,19,29,2,1.13842878239505,1.14167543112806,0.681211464573186
1487,1158,"PE","188","03","GS Portal","A","GRD","Traditional Grades",3,12,"Y","BUFFETT","PE-188-03","PE-188-03","1158-9841","1158-9841",4,4,2,30,4,0,"Yes, a Bachelor's (4 year) degree.",2015,6.76651583710407,5.34627329192547,6.09821428571429,6.76771004942339,,,4,2.769458128,2.813813814,3.328305235,2.660305344,2.334637965,3.707482993,,5.385786802,0,4,4,4,4,4,4,,4,14,13,14,14,13,13,15,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,13,13,22,26,2,1.13842878239505,1.14167543112806,0.120679046128783
1433,1161,"PSYC","1010","003","INTRODUCTION TO PSYCHOLOGY I","B-","GRD","Graded",3,8.01000022888184,"Y","BUFFETT","PSYC-1010-003","PSYC-1010-003","1161-10987","1161-10987",2.67000007629395,5,2,23,3.05450010299683,0,"Yes, an Associate's (2 year) degree.",2015,4.18733031674208,4.99223602484472,4.42857142857143,3.77265238879736,,,2.47864184,3.407881773,3.582582583,3.278615794,3.43129771,2.804305284,3.465986395,,4.553299492,1,2.78399991989136,2.94799995422363,2.83999991416931,2.93499994277954,2.9909999370575,3.00399994850159,,3.06800007820129,14,15,14,13,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,15,23,29,1,-1.23757647903829,-0.876317229190274,0.681211464573186
1150,1158,"FSID","188","03","GS Portal","B+","GRD","Traditional Grades",3,9.98999977111816,"Y","BUFFETT","FSID-188-03","FSID-188-03","1158-5856","1158-5856",3.32999992370605,4,2,20,3.79410004615784,1778,"No. He or she never attended college.",2015,4.70316742081448,4.54503105590062,6.70535714285714,6.11037891268534,,,3.162102957,3.762561576,2.66966967,2.753327418,3.175572519,2.960861057,4.534013605,,6.847715736,1,3.20000004768372,2.84500002861023,2.59500002861023,2.63800001144409,2.70499992370605,2.74699997901917,,2.73399996757507,16,13,14,16,14,15,15,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,15,13,21,28,1,0.62101003363741,-0.185951152486178,0.494367325091718
1526,1158,"AHIS","101","001","CAVE PAINT TO CATHDRLS","A","GRD","Graded",3,12,"Y","BUFFETT","AHIS-101-001","AHIS-101-001","1158-523","1158-523",4,4,2,28,3.96900010108948,1017,"Yes, a Bachelor's (4 year) degree.",2015,,,,,,,,,,,,,,,,0,3.58299994468689,3.42899990081787,3.2590000629425,3.26300001144409,3.26399993896484,3.34899997711182,,,16,15,14,12,15,15,,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,,1,1,16,15,8,31,2,1.06052721609265,0.449649941377262,1.05489974353612
1285,1158,"METR","140","002","SEVER&UNUSAL WEATHER","B","GRD","Graded",3,9,"Y","BUFFETT","METR-140-002","METR-140-002","1158-8361","1158-8361",3,4,2,22,3.48000001907349,898,"No. He or she never attended college.",2015,6.76651583710407,5.34627329192547,6.70535714285714,5.3492586490939,,,3.162102957,4.842364532,4.7997998,3.612244898,3.938931298,2.804305284,3.465986395,,5.715736041,1,3.46600008010864,3.52600002288818,3.49600005149841,3.53699994087219,3.49799990653992,3.51999998092651,,3.54500007629395,16,16,16,15,16,14,15,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",1,1,15,16,15,31,1,-0.16831138176859,0.255484766687431,1.05489974353612
1094,1161,"MATH","101","009","COLLEGE ALGEBRA","C+","GRD","Graded",3,6.98999977111816,"Y","BUFFETT","MATH-101-009","MATH-101-009","1161-7743","1161-7743",2.32999992370605,4,1,22,3.10199999809265,0,"Yes, a Bachelor's (4 year) degree.",2015,6.76651583710407,4.34006211180124,5.67857142857143,6.76771004942339,,,3.530120482,4.842364532,4.7997998,3.491570541,3.43129771,2.804305284,3.238095238,,6.847715736,0,3.0239999294281,2.59100008010864,2.62899994850159,2.71900010108948,2.73600006103516,2.66199994087219,,2.68400001525879,14,17,16,12,15,14,13,"NEUNL","NEUNL","NEUNL","NEUNL","NEUNL","NEUNL",,"NEUNL",1,1,14,17,18,31,1,-1.11821105020754,-0.478029214539644,1.05489974353612
1445,1158,"GEOL","1170","013","PHYSICAL GEOLOGY","A-","GRD","Graded",4,14.6800003051758,"Y","BUFFETT","GEOL-1170-013","GEOL-1170-013","1158-6134","1158-6134",3.67000007629395,3,1,17,3.79999995231628,0,"No. He or she never attended college.",2015,4.83348416289593,4.43788819875776,4.42857142857143,4.50411861614498,,,2.47864184,3.407881773,2.961961962,3.491570541,3.43129771,3.11741683,2.588435374,,4.304568528,1,3.58999991416931,3.66000008583069,3.66700005531311,3.69700002670288,3.68099999427795,3.66000008583069,,3.69600009918213,12,15,12,13,12,15,15,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,15,17,27,0,0.63583627330054,0.461266624031359,0.307523185610251
1118,1161,"ENG","102","28","Academic Writing and Research","B","GRD","Traditional Grades",3,9,"Y","BUFFETT","ENG-102-28","ENG-102-28","1161-4679","1161-4679",3,4,2,27,3.75359988212585,8696,"Yes, a Bachelor's (4 year) degree.",2015,4.83348416289593,4.20031055900621,4.42857142857143,3.99011532125206,,,3.530120482,2.769458128,2.961961962,3.491570541,2.442748092,2.162426614,2.469387755,,4.076142132,0,3.07599997520447,3.16599988937378,3.15199995040894,3.18400001525879,3.09200000762939,3.08999991416931,,3.1800000667572,14,14,14,17,14,16,16,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","UNMC","UNMC",1,1,13,11,18,24,2,0.519234662604682,-0.391733405493685,-0.253009232834153
1379,1161,"ENGL","1200","001","AUTOBIO READING AND WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-001","ENGL-1200-001","1161-4929","1161-4929",4,3,1,19,3.79169988632202,0,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.38499999046326,3.79999995231628,3.76699995994568,3.78500008583069,3.84200000762939,3.875,,3.90899991989136,14,15,15,12,15,15,12,"NEUNL","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,13,15,9,28,0,0.614978523304882,0.121062418314797,0.494367325091718
1523,1161,"PSY","203","08","General Psychology","A","GRD","Traditional Grades",3,12,"Y","BUFFETT","PSY-203-08","PSY-203-08","1161-10912","1161-10912",4,4,2,27,3.90000009536743,120,"Yes, a Bachelor's (4 year) degree.",2015,5.64796380090498,5.34627329192547,4.42857142857143,4.50411861614498,,,3.162102957,4.326108374,4.291291291,3.328305235,3.175572519,2.491193738,3.465986395,,4.553299492,0,4,3.9760000705719,3.86500000953674,3.87700009346008,3.80200004577637,3.75399994850159,,3.71799993515015,15,15,13,12,12,15,13,"NEUNK","NEUNK","NEUNK","NEUNK","NEUNK","NEUNK",,"NEUNK",1,1,14,15,24,29,2,0.887132827416204,1.14167543112806,0.681211464573186
1575,1158,"ART","1010","001","ART APPRECIATION","A","GRD","Graded",3,12,"Y","BUFFETT","ART-1010-001","ART-1010-001","1158-790","1158-790",4,4,2,26,3.47499990463257,5239,"Yes, a Bachelor's (4 year) degree.",2015,6.07692307692308,5.97049689440994,4.42857142857143,4.50411861614498,,,3.162102957,2.769458128,3.266266266,3.328305235,3.938931298,2.647749511,3.465986395,,5.385786802,0,3.71199989318848,3.49399995803833,3.23699998855591,3.19700002670288,3.09100008010864,3.03600001335144,,3.01699995994568,14,17,14,9,9,15,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,17,25,31,2,-0.180876479085941,0.663729655281876,1.05489974353612
1015,1158,"ENGL","1200","009","AUTOBIO READING AND WRITING","A","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-009","ENGL-1200-009","1158-4937","1158-4937",4,3,2,17,2.84999990463257,0,"No. He or she never attended college.",2015,5.3710407239819,4.38664596273292,6.09821428571429,4.50411861614498,,,2.833515882,4.326108374,3.422422422,2.845607808,1.229007634,1.168297456,2.054421769,,4.553299492,1,3.35400009155273,3.21099996566772,3.23000001907349,3.22399997711182,3.09999990463257,3.00399994850159,,3.00399994850159,12,15,15,10,10,12,9,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,12,15,17,27,0,-1.75147769554578,0.0696170528947092,0.307523185610251
1055,1161,"CLAS","180","002","CLASSICAL MYTHOLOGY","B","GRD","Graded",3,9,"Y","BUFFETT","CLAS-180-002","CLAS-180-002","1161-3023","1161-3023",3,4,2,23,3.59999990463257,837,"No. He or she attended college but did not complete a degree.",2015,4.70316742081448,5.24378881987578,4.42857142857143,3.99011532125206,,,2.833515882,3.577339901,2.961961962,3.491570541,3.43129771,3.11741683,3.945578231,,4.822335025,1,3.06200003623962,3.03299999237061,2.7720000743866,2.42300009727478,,,,,17,14,15,8,,,,"NEUNL","NEUNL","NEUNL","NEUNL",,,,,1,0,16,14,25,30,1,0.133243764206027,-0.41496677080188,0.868055604054654
1051,1158,"CMST","1110","020","PUBLIC SPEAKING FUNDS","B","GRD","Graded",3,9,"Y","BUFFETT","CMST-1110-020","CMST-1110-020","1158-3067","1158-3067",3,4,1,21,3.29999995231628,7773,"No. He or she attended college but did not complete a degree.",2015,,,,,,,,,,,,,,,,1,3.19300007820129,3.04900002479553,2.95300006866455,2.90799999237061,2.81100010871887,2.68300008773804,,2.84400010108948,12,15,14,11,4,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,15,19,27,1,-0.620644699867333,-0.197567835140276,0.307523185610251
1361,1161,"THEA","1010","002","INTRODUCTION TO THEATRE","F","GRD","Graded",3,0,"Y","BUFFETT","THEA-1010-002","THEA-1010-002","1161-12864","1161-12864",0,5,2,13,2.34999990463257,0,"No. He or she attended college but did not complete a degree.",2015,4.36651583710407,3.99534161490683,3.35267857142857,3.57001647446458,,,3.162102957,2.927093596,3.266266266,4.009760426,4.805343511,3.618395303,5,,4.553299492,1,3.16499996185303,1.04900002479553,,,,,,,14,14,,,,,,"NEUNO","NEUNO",,,,,,,0,0,6,2,19,8,0,-3.00795866871365,-0.244034961420246,-3.24251546453764
1021,1158,"ENGL","1200","013","AUTOBIO READING AND WRITING","A+","GRD","Graded",3,12,"Y","BUFFETT","ENGL-1200-013","ENGL-1200-013","1158-4941","1158-4941",4,3,2,20,2.92549991607666,0,"No. He or she never attended college.",2015,,,,,,,,,,,,,,,,1,3.03600001335144,2.95000004768372,3.00600004196167,2.99000000953674,3.04999995231628,3.14499998092651,,3.1340000629425,14,16,12,9,10,10,10,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",1,1,14,13,17,27,1,-1.56174903983886,-0.45811467532486,0.307523185610251
1402,1161,"LLS","1010","002","INTRO CLS:SOCIAL SCIENCES","B","GRD","Graded",3,9,"Y","BUFFETT","LLS-1010-002","LLS-1010-002","1161-7652","1161-7652",3,3,1,16,3.04999995231628,5100,"No. He or she never attended college.",2015,6.76651583710407,5.59316770186335,6.70535714285714,5.3492586490939,,,4,3.242364532,3.582582583,2.707187223,2.660305344,1.168297456,5,,5.715736041,1,2.33500003814697,2.82399988174438,2.20700001716614,1.8289999961853,,,,,9,11,12,9,,,,"NEUNO","NEUNO","NEUNO","NEUNO",,,,,1,0,6,11,20,17,0,-1.24888518645127,-1.62144749740787,-1.56091820920443
1101,1161,"CMST","1110","010","PUBLIC SPEAKING FUNDS","A-","GRD","Graded",3,11.0100002288818,"Y","BUFFETT","CMST-1110-010","CMST-1110-010","1161-3057","1161-3057",3.67000007629395,4,2,31,3.85710000991821,2918,"Yes, a Bachelor's (4 year) degree.",2015,4.27420814479638,5.97049689440994,4.42857142857143,3.77265238879736,,,3.162102957,2.769458128,3.114114114,3.125998225,2.660305344,1.649706458,3.037414966,,4.553299492,0,3.61800003051758,3.48200011253357,3.49900007247925,3.59599995613098,3.64000010490417,3.48200011253357,,3.28500008583069,14,15,16,15,15,15,6,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,14,15,18,29,2,0.779326545187765,0.507733750311329,0.681211464573186
1065,1161,"FSID","160","04","Personal Money Management","A+","GRD","Traditional Grades",3,12,"Y","BUFFETT","FSID-160-04","FSID-160-04","1161-5851","1161-5851",4,4,1,25,3.76999998092651,0,"Yes, an Associate's (2 year) degree.",2015,4.36651583710407,4.24689440993789,4.09375,4.50411861614498,,,2.186199343,3.242364532,3.266266266,3.676131322,3.43129771,3.277886497,2.867346939,,4.553299492,1,3.91000008583069,3.86400008201599,3.91400003433228,3.93600010871887,4,4,,3.94600009918213,12,16,16,15,16,16,14,"NEUNK","NEUNK","NEUNK","NEUNK","UNMC","UNMC",,"UNMC",1,1,11,16,20,27,2,0.560447486806885,0.992317574007919,0.307523185610251
1240,1158,"NAMS","1100","007","INTRO NATIVE AMERICAN STUDIES","A+","GRD","Graded",3,12,"Y","BUFFETT","NAMS-1100-007","NAMS-1100-007","1158-9356","1158-9356",4,3,2,23,3.94549989700317,762,"No. He or she never attended college.",2015,4.83348416289593,5.07142857142857,6.09821428571429,4.50411861614498,,,3.530120482,3.577339901,2.813813814,3.225377107,2.660305344,3.277886497,5,,6.847715736,1,3.96300005912781,3.95900011062622,3.95000004768372,3.94400000572205,3.95300006866455,3.96000003814697,,3.95900011062622,12,14,12,12,12,13,13,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,12,14,16,26,1,1.00147209749265,1.08027279610058,0.120679046128783
1467,1161,"PSYC","1010","003","INTRODUCTION TO PSYCHOLOGY I","C","GRD","Graded",3,6,"Y","BUFFETT","PSYC-1010-003","PSYC-1010-003","1161-10987","1161-10987",2,3,2,21,3.34039998054504,0,"No. He or she never attended college.",2015,4.98552036199095,6.90217391304348,5.36607142857143,4.78583196046128,,,3.530120482,3.242364532,3.582582583,3.491570541,3.938931298,3.442270059,5,,5.385786802,1,3.19899988174438,3.17899990081787,3.2739999294281,3.35400009155273,3.42300009727478,3.47499990463257,,3.57800006866455,15,14,12,13,12,12,12,"NEUNO","NEUNO","NEUNO","NEUNO","NEUNO","NEUNO",,"NEUNO",1,1,15,14,23,29,1,-0.519120966297569,-0.187610961196462,0.681211464573186
